znak;znakRank;komb;je OK;ni OK
EBDA;100;007A+0331+030C;x;
EBDB;1;007A+0311;X;
EBDD;1;007A+0328;X;
EBDE;1;007A+032C;X;
EBDF;1;007A+032D;X;
EBE1;1;0292+0301;X;
EBE2;1;0292+0302;x;
EBE3;1;01EF+0301;;x
EBE3;100;0292+030C+0301;;X
EBE4;1;01EF+030D;X;
EBE4;100;0292+030C+030D;;X
EBE5;1;0292+0311;X;
EBE7;1;0292+030D;X;
EBE8;1;007A+0303;X;
EBE9;1;01EF+0311;X;
EBE9;100;0292+030C+0311;;X
EBEA;1;01EF+0335;X;
EBEA;100;0292+0335+030C;;X
EBEB;1;0292+0335;x;
EBEC;1;017E+0311;;X
EBEC;100;007A+030C+0311;;x
EBED;1;01EF+0335+0311;;x
EBED;100;0292+0335+030C+0311;;x
EBEE;1;007A+0308;x;
EBEF;1;007A+032F;X;
EBF1;1;01B7+0302;;X
EBF2;1;017D+032C;X;
EBF2;100;005A+032C+030C;;X
EBF3;1;0417+030C;;x
EBF4;1;017D+20DD;;X
EBF4;100;005A+030C+20DD;;x
EBF5;1;01B7+030B;;X
EBF6;1;0417+0301;;X
EBF7;1;01B7+0301;;X
EBF8;1;005A+0328;X;
EBF9;1;01EE+030D;;x
EBF9;100;01B7+030C+030D;;X
EBFA;1;1E92+030C;;X
EBFA;100;005A+0323+030C;;X
EBFB;1;005A+0325;;X
EBFC;1;017D+030D;;X
EBFC;100;005A+030C+030D;;x
EBFD;1;007A+0327;X;
EBFE;1;007A+033A;x;
EBFF;1;01EE+0301;;X
EBFF;100;01B7+030C+0301;;X
EC00;1;0061+0361+0069;;X
EC01;1;0061+035C+0069+032F;;X
EC03;1;0061+02D0+035C+0069+032F;;x
EC04;1;0061+003A+035C+0069+032F;;X
EC05;1;00E0+035C+0069+032F;;x
EC05;100;0061+0300+035C+0069+032F;X;
EC06;1;00E1+035C+0069+032F;;x
EC06;100;0061+0301+035C+0069+032F;X;
EC07;1;1E01+02D0+035C+006E;;X
EC07;100;0061+0325+02D0+035C+006E;;X
EC08;1;1E01+003A+035C+006E;X;
EC08;100;0061+0325+003A+035C+006E;;X
EC09;1;0061+0361+006F;;x
EC0A;1;0061+035C+006F;X;
EC0B;1;00E0+035C+006F;X;
EC0B;100;0061+0300+035C+006F;X;
EC0C;1;00E1+035C+006F;X;
EC0C;100;0061+0301+035C+006F;X;
EC0D;1;00E4+035C+006F;X;
EC0D;100;0061+0308+035C+006F;;x
EC0E;1;00E4+0300+035C+006F;;x
EC0E;100;0061+0308+0300+035C+006F;;x
EC0F;1;0061+02D0+035C+0075+032F;X;
EC10;1;0061+003A+035C+0075+032F;;X
EC11;1;1E01+02D0+035C+0075+032F;;x
EC11;100;0061+0325+02D0+035C+0075+032F;x;
EC12;1;1E01+003A+035C+0075+032F;X;
EC12;100;0061+0325+003A+035C+0075+032F;X;
EC13;1;0061+035C+0069;X;
EC14;1;0061+035C+0075;X;
EC15;1;0061+0361+0072;x;
EC16;1;1E01+0301+035C+0072;X;
EC16;100;0061+0325+0301+035C+0072;X;
EC17;1;0061+035E+0061;X;
EC1A;1;00E5+0361+0061;;X
EC1A;100;0061+030A+0361+0061;;x
EC1B;1;0061+0361+006E;X;
EC1C;1;00E5+0361+0069;;x
EC1C;100;0061+030A+0361+0069;;X
EC1D;1;00E5+0361+00E1;;x
EC1D;100;0061+030A+0361+0061+0301;;x
EC1E;1;0061+0361+00ED;;X
EC1E;100;0061+0361+0069+0301;;x
EC1F;1;0061+0361+006D;X;
EC20;1;0061+0361+00FA;;X
EC20;100;0061+0361+0075+0301;;X
EC21;1;0061+0361+00FC;;X
EC21;100;0061+0361+0075+0308;;X
EC22;1;00E4+0361+0061;;X
EC22;100;0061+0308+0361+0061;;X
EC23;1;00E4+0361+0075;;x
EC23;100;0061+0308+0361+0075;;x
EC24;1;0061+035C+0061;x;
EC25;1;0061+035C+006E;X;
EC26;1;00E4+035C+00FC;;X
EC26;100;0061+0308+035C+0075+0308;X;
EC27;1;0061+0361+0075+032F;x;
EC28;1;00E5+0361+0075+032F;;X
EC28;100;0061+030A+0361+0075+032F;;X
EC29;1;00E1+035C+0072;X;
EC29;100;0061+0301+035C+0072;X;
EC2A;1;0061+0361+0069+032F;;X
EC2B;1;1E01+0311+035C+0072;X;
EC2B;100;0061+0325+0311+035C+0072;X;
EC2C;1;00E5+0361+0072;;x
EC2C;100;0061+030A+0361+0072;;X
EC2D;1;00E4+0361+0069;;X
EC2D;100;0061+0308+0361+0069;;x
EC2E;1;0227+0361+0069+032F;;x
EC2E;100;0061+0307+0361+0069+032F;;x
EC2F;1;00E4+0361+0069+032F;;x
EC2F;100;0061+0308+0361+0069+032F;;X
EC62;1;00C5+0361+0061;X;
EC62;100;0041+030A+0361+0061;;X
EC63;1;0041+0361+006E;;X
EC63;1;0041+0361+006E;X;
EC80;1;0065+0361+1D43;;x
EC81;1;0065+0361+00E4;;X
EC81;100;0065+0361+0061+0308;;X
EC82;1;0065+035C+00E4;X;
EC82;100;0065+035C+0061+0308;X;
EC83;1;00E9+035C+1EA1;X;
EC83;100;0065+0301+035C+0061+0323;X;
EC84;1;0065+0339+0361+0259;X;
EC85;1;0065+035C+0069+032F;;x
EC86;1;0065+02D0+035C+0069+032F;X;
EC87;1;0065+003A+035C+0069+032F;X;
EC88;1;00E8+035C+0069+032F;;X
EC88;100;0065+0300+035C+0069+032F;;x
EC89;1;00E8+02D0+035C+0069+032F;;X
EC89;100;0065+0300+02D0+035C+0069+032F;X;
EC8A;1;00E8+003A+035C+0069+032F;;X
EC8A;100;0065+0300+003A+035C+0069+032F;;X
EC8B;1;00E9+035C+0069+032F;;X
EC8B;100;0065+0301+035C+0069+032F;;X
EC8C;1;1EB9+035C+0069+032F;;x
EC8C;100;0065+0323+035C+0069+032F;X;
EC8D;1;0065+0361+2071+0259;;X
EC8E;1;0065+0361+006A+0259;;X
EC8F;1;0065+035C+006C;X;
EC90;1;0065+0361+006F;X;
EC91;1;0065+035C+006F;X;
EC92;1;0065+035C+0072;x;
EC96;1;0259+0361+0072;x;
EC97;1;0259+035C+0072;X;
EC98;1;1D4A+0361+0072;X;
EC99;1;0259+035C+0155;X;
EC99;100;0259+035C+0072+0301;X;
EC9A;1;1D4A+035C+0072+0303;;X
EC9B;1;0259+0300+035C+0072;X;
EC9C;1;025B+0328+035C+006A+0328;;x
EC9D;1;0065+035C+1EA1+0301;;x
EC9D;100;0065+035C+0061+0323+0301;X;
EC9E;1;00E8+035C+0061;X;
EC9E;100;0065+0300+035C+0061;X;
EC9F;1;0065+035C+1EA1;;X
EC9F;100;0065+035C+0061+0323;X;
ECA0;1;00E8+035C+1EA1;;x
ECA0;100;0065+0300+035C+0061+0323;X;
ECA1;1;0065+035C+00E1;x;
ECA1;100;0065+035C+0061+0301;X;
ECA2;1;1E19+0361+0065+0339;X;
ECA2;100;0065+032D+0361+0065+0339;x;
ECA3;1;0065+0361+0069+032F;X;
ECA4;1;0065+0339+0361+0069+032F;;x
ECA6;1;0065+0361+2071;X;
ECA7;1;0065+0361+0069;;X
ECAA;1;00E8+035C+006C;;X
ECAA;100;0065+0300+035C+006C;X;
ECAB;1;00E9+035C+006C;;x
ECAB;100;0065+0301+035C+006C;X;
ECAC;1;00EA+035C+006C;;X
ECAC;100;0065+0302+035C+006C;;X
ECAD;1;1EBD+035C+006C;;X
ECAD;100;0065+0303+035C+006C;X;
ECAE;1;0113+035C+006C;;X
ECAE;100;0065+0304+035C+006C;X;
ECAF;1;0115+035C+006C;X;
ECAF;100;0065+0306+035C+006C;x;
ECB0;1;0065+030B+035C+006C;X;
ECB1;1;0065+030D+035C+006C;;x
ECB2;1;0207+035C+006C;;x
ECB2;100;0065+0311+035C+006C;;x
ECB3;1;00E8+035C+0072;x;
ECB3;100;0065+0300+035C+0072;x;
ECB4;1;00E9+035C+0072;X;
ECB4;100;0065+0301+035C+0072;X;
ECB5;1;00EA+035C+0072;;X
ECB5;100;0065+0302+035C+0072;;x
ECB6;1;1EBD+035C+0072;X;
ECB6;100;0065+0303+035C+0072;X;
ECB7;1;0113+035C+0072;;x
ECB7;100;0065+0304+035C+0072;;X
ECB8;1;0115+035C+0072;;X
ECB8;100;0065+0306+035C+0072;X;
ECB9;1;0065+030B+035C+0072;;x
ECBA;1;0065+030D+035C+0072;X;
ECBB;1;0207+035C+0072;;x
ECBB;100;0065+0311+035C+0072;;X
ECBC;1;0065+0361+00EF;X;
ECBC;100;0065+0361+0069+0308;;x
ECBD;1;0259+0301+035C+0072;X;
ECBE;1;1D4A+035C+0072+0325+0300;;x
ECBF;1;1D4A+035C+0072+0325;X;
ECC0;1;0065+0361+0061;X;
ECC1;1;0065+0361+00E1;;X
ECC1;100;0065+0361+0061+0301;;X
ECC2;1;0065+0361+0072;X;
ECC3;1;1EBD+0361+0207;;X
ECC3;100;0065+0303+0361+0065+0311;;x
ECC4;1;0113+0361+0069;;X
ECC4;100;0065+0304+0361+0069;;X
ECC5;1;0065+035C+0061;x;
ECC6;1;0065+035C+0069;X;
ECC7;1;0065+035C+00F6;x;
ECC7;100;0065+035C+006F+0308;;X
ECC8;1;0259+035C+006E;X;
ECC9;1;0065+0361+2090;X;
ECCA;1;1EB9+0361+0069+032F;;x
ECCA;100;0065+0323+0361+0069+032F;;X
ECCB;1;1D4A+035C+0061;X;
ECCC;1;0065+0361+0075+032F;X;
ECCD;1;1EB9+0361+0075+032F;X;
ECCD;100;0065+0323+0361+0075+032F;x;
ECCE;1;0065+0339+0361+0075+032F;x;
ECCF;1;1EB9+0361+2071;X;
ECCF;100;0065+0323+0361+2071;;x
ECD0;1;0065+0339+0361+1D4A;;
ECD1;1;1EB9+0361+0069;;x
ECD1;100;0065+0323+0361+0069;;x
ECD2;1;0207+0360+0069+032F;;X
ECD2;100;0065+0311+0360+0069+032F;;x
ECE0;1;0045+035C+004C;X;
ECE1;1;0045+035C+0052;X;
ED00;1;0069+035C+1EA1+0303;X;
ED00;100;0069+035C+0061+0323+0303;X;
ED01;1;0069+032F+035C+1EA1;;X
ED01;100;0069+032F+035C+0061+0323;;x
ED02;1;0069+0360+0065;;X
ED03;1;0069+0361+0065;;x
ED04;1;0069+035C+0065;x;
ED05;1;2071+0361+0065;;x
ED06;1;2071+035C+0065;;x
ED07;1;0069+035C+00E8;X;
ED07;100;0069+035C+0065+0300;X;
ED08;1;0069+035C+1EB9+0300;;x
ED08;100;0069+035C+0065+0323+0300;;X
ED09;1;0069+035C+00E9;;x
ED09;100;0069+035C+0065+0301;X;
ED0A;1;2071+035C+00E9;X;
ED0A;100;2071+035C+0065+0301;;x
ED0B;1;0069+035C+1EB9+0301;X;
ED0B;100;0069+035C+0065+0323+0301;X;
ED0C;1;0069+035C+1EBD;x;
ED0C;100;0069+035C+0065+0303;;x
ED0D;1;0069+035C+1EBD+0325;X;
ED0D;100;0069+035C+0065+0325+0303;;X
ED0E;1;0069+0361+1EB9;X;
ED0E;100;0069+0361+0065+0323;;X
ED0F;1;2071+0361+1EB9;X;
ED0F;100;2071+0361+0065+0323;;X
ED10;1;0069+035C+1EB9;;x
ED10;100;0069+035C+0065+0323;;X
ED11;1;0069+0361+0065+0339;X;
ED12;1;00EC+035C+0065;X;
ED12;100;0069+0300+035C+0065;;x
ED13;1;00EC+035C+1EB9;;x
ED13;100;0069+0300+035C+0065+0323;X;
ED14;1;00EC+035C+0119;x;
ED14;100;0069+0300+035C+0065+0328;;x
ED15;1;00ED+035C+1EB9;X;
ED15;100;0069+0301+035C+0065+0323;;x
ED16;1;0069+032F+035C+0065;;x
ED17;1;0069+032F+0361+1EB9+0300;;X
ED17;100;0069+032F+0361+0065+0323+0300;;x
ED18;1;0069+032F+035C+1EB9+0300;X;
ED18;100;0069+032F+035C+0065+0323+0300;;x
ED19;1;0069+032F+0361+0065+0339;X;
ED1A;1;0069+0361+0259;;X
ED1B;1;0069+035C+0259;X;
ED1C;1;0069+02D0+035C+0259;;x
ED1D;1;0069+003A+035C+0259;x;
ED1E;1;00EC+035C+0259;X;
ED1E;100;0069+0300+035C+0259;;X
ED1F;1;00EC+02D0+035C+0259;X;
ED1F;100;0069+0300+02D0+035C+0259;;X
ED20;1;00EC+003A+035C+0259;;X
ED20;100;0069+0300+003A+035C+0259;;X
ED21;1;00ED+035C+0259;x;
ED21;100;0069+0301+035C+0259;x;
ED22;1;00ED+02D0+035C+0259;;x
ED22;100;0069+0301+02D0+035C+0259;X;
ED23;1;00ED+003A+035C+0259;;x
ED23;100;0069+0301+003A+035C+0259;x;
ED24;1;0069+035C+0069+032F;;x
ED25;1;0069+02D0+035C+0069+032F;;x
ED26;1;0069+003A+035C+0069+032F;;x
ED27;1;0069+035C+006F;X;
ED28;1;0069+035C+0079;;X
ED29;1;2071+0361+044A;X;
ED2A;1;0069+035C+1D49;x;
ED2C;1;0069+0339+0361+2071;;X
ED2D;1;0069+0361+0069+032F;;X
ED2E;1;0069+035C+1EB9+0303;;x
ED2E;100;0069+035C+0065+0323+0303;;X
ED30;1;0131+035C+0065;X;
ED31;1;0069+0361+0061;X;
ED32;1;0069+032F+0361+0061;;x
ED33;1;0069+032F+0361+006F;;X
ED34;1;0069+035F+0259;x;
ED35;1;0069+0361+0065+032F;;X
ED36;1;0069+032F+0361+1EB9;;X
ED36;100;0069+032F+0361+0065+0323;X;
ED37;1;2071+035C+1EB9;;X
ED37;100;2071+035C+0065+0323;;x
ED38;1;0069+0361+0075+032F;;X
ED39;1;0069+0360+0259;;x
ED3A;1;0069+035C+006A;X;
ED3B;1;0069+035C+0061;;x
ED3C;1;0069+032F+0361+0065;;x
ED3E;1;0069+032F+0361+0259;;X
ED3F;1;0069+0361+2071;X;
ED40;1;0069+0361+1D4A;X;
ED41;1;0069+0361+0069;;X
ED42;1;2071+0361+0065+0339;;X
ED44;1;2071+0361+1E19;X;
ED44;100;2071+0361+0065+032D;;x
ED45;1;0069+0361+1E19;X;
ED45;100;0069+0361+0065+032D;X;
ED46;1;0069+0361+1D49;;x
ED47;1;2071+0361+1EB9+0301;;x
ED47;100;2071+0361+0065+0323+0301;;X
ED48;1;2071+0361+0117;;x
ED48;100;2071+0361+0065+0307;;x
ED49;1;0069+032F+0361+0117;;X
ED49;100;0069+032F+0361+0065+0307;;X
ED4B;1;0069+032F+0361+2071;X;
ED4C;1;0069+0325+0361+0259;;X
ED70;1;0049+035C+006A;x;
ED80;1;006F+0361+1D43;;X
ED81;1;006F+035C+1E01+0300;X;
ED81;100;006F+035C+0061+0325+0300;X;
ED82;1;006F+035C+1E01+0303;X;
ED82;100;006F+035C+0061+0325+0303;X;
ED83;1;006F+035C+1E01;x;
ED83;100;006F+035C+0061+0325;X;
ED84;1;006F+035C+0069+032F;X;
ED85;1;00F2+035C+0069+032F;X;
ED85;100;006F+0300+035C+0069+032F;X;
ED86;1;00F3+035C+0069+032F;;X
ED86;100;006F+0301+035C+0069+032F;;x
ED87;1;006F+035C+006C;;X
ED88;1;00F6+035C+006F;x;
ED88;100;006F+0308+035C+006F;X;
ED89;1;00F6+0300+035C+006F;;x
ED89;100;006F+0308+0300+035C+006F;;X
ED8A;1;006F+035C+0072;;x
ED8B;1;006F+035C+0052;;X
ED8C;1;006F+0361+1D58;;x
ED8D;1;006F+0361+0075+032F;;x
ED8E;1;006F+035C+0075+032F;;x
ED8F;1;006F+02D0+035C+0075+032F;x;
ED90;1;006F+003A+035C+0075+032F;;x
ED91;1;00F2+035C+0075+032F;;x
ED91;100;006F+0300+035C+0075+032F;;X
ED92;1;00F3+035C+0075+032F;;X
ED92;100;006F+0301+035C+0075+032F;X;
ED93;1;1ECD+035C+0075+032F;;x
ED93;100;006F+0323+035C+0075+032F;;X
ED94;1;1ECD+02D0+035C+0075+032F;;X
ED94;100;006F+0323+02D0+035C+0075+032F;;X
ED95;1;1ECD+003A+035C+0075+032F;;x
ED95;100;006F+0323+003A+035C+0075+032F;;X
ED96;1;006F+0337+035C+0075+0337;x;
ED97;1;006F+035C+1D58+0259;;X
ED98;1;006F+0361+0077+0259;;x
ED99;1;006F+035C+00E1;X;
ED99;100;006F+035C+0061+0301;x;
ED9A;1;006F+0361+0061;X;
ED9B;1;006F+035C+1EA1;;x
ED9B;100;006F+035C+0061+0323;;x
ED9C;1;006F+0339+0361+0075+032F;X;
ED9D;1;006F+035C+0079;;x
ED9E;1;006F+035D+006F;X;
ED9F;1;006F+035E+006F;X;
EDA1;1;006F+035E+0075;x;
EDA2;1;00F2+035C+006C;X;
EDA2;100;006F+0300+035C+006C;;x
EDA3;1;00F3+035C+006C;;x
EDA3;100;006F+0301+035C+006C;X;
EDA4;1;00F4+035C+006C;;x
EDA4;100;006F+0302+035C+006C;;x
EDA5;1;00F5+035C+006C;X;
EDA5;100;006F+0303+035C+006C;;x
EDA6;1;014D+035C+006C;;X
EDA6;100;006F+0304+035C+006C;X;
EDA7;1;014F+035C+006C;;x
EDA7;100;006F+0306+035C+006C;;x
EDA8;1;0151+035C+006C;x;
EDA8;100;006F+030B+035C+006C;x;
EDA9;1;006F+030D+035C+006C;;X
EDAA;1;020F+035C+006C;x;
EDAA;100;006F+0311+035C+006C;;x
EDAB;1;00F2+035C+0072;X;
EDAB;100;006F+0300+035C+0072;;X
EDAC;1;00F3+035C+0072;X;
EDAC;100;006F+0301+035C+0072;;x
EDAD;1;00F4+035C+0072;X;
EDAD;100;006F+0302+035C+0072;X;
EDAE;1;00F5+035C+0072;;X
EDAE;100;006F+0303+035C+0072;;x
EDAF;1;014D+035C+0072;X;
EDAF;100;006F+0304+035C+0072;;X
EDB0;1;014F+035C+0072;X;
EDB0;100;006F+0306+035C+0072;;x
EDB1;1;0151+035C+0072;X;
EDB1;100;006F+030B+035C+0072;;x
EDB2;1;006F+030D+035C+0072;;X
EDB3;1;020F+035C+0072;;x
EDB3;100;006F+0311+035C+0072;;X
EDB4;1;006F+0361+0075;X;
EDB5;1;006F+0360+0252;x;
EDB6;1;01EB+0360+0259;X;
EDB6;100;006F+0328+0360+0259;X;
EDB8;1;006F+0361+00E1;;X
EDB8;100;006F+0361+0061+0301;;x
EDB9;1;00F3+0361+0061;;X
EDB9;100;006F+0301+0361+0061;;X
EDBA;1;01EB+0361+0061;X;
EDBA;100;006F+0328+0361+0061;X;
EDBB;1;006F+0361+0207;;X
EDBB;100;006F+0361+0065+0311;X;X
EDBC;1;006F+0361+0069;;X
EDBD;1;006F+035C+0061;x;
EDBE;1;006F+035C+00E3;;X
EDBE;100;006F+035C+0061+0303;X;
EDBF;1;00F5+035C+00E3;X;
EDBF;100;006F+0303+035C+0061+0303;X;
EDC0;1;01EB+035C+0061;;x
EDC0;100;006F+0328+035C+0061;X;
EDC1;1;01EB+0361+0069;;x
EDC1;100;006F+0328+0361+0069;;X
EDC2;1;00F5+0361+0207;;x
EDC2;100;006F+0303+0361+0065+0311;;x
EDC3;1;006F+035C+004C;X;
EDC4;1;006F+0339+035C+0075;;x
EDC5;1;006F+035C+0075;X;
EDC6;1;006F+035C+0065;x;
EDC7;1;006F+02D0+035C+1E01;X;
EDC7;100;006F+02D0+035C+0061+0325;;X
EDC8;1;006F+003A+035C+1E01;;X
EDC8;100;006F+003A+035C+0061+0325;X;
EDC9;1;1ECD+0361+0075+032F;x;
EDC9;100;006F+0323+0361+0075+032F;X;
EDCA;1;006F+0339+0361+0075;;x
EDCB;1;0254+031D+02D0+0361+0075+032F;X;
EDE0;1;004F+035C+004C;;X
EDE1;1;004F+035C+0052;X;
EDE4;1;004F+0361+0061;;X
EDE5;1;004F+0361+0069;;x
EDE6;1;004F+035C+0061;;x
EDE7;1;004F+035C+0069;;X
EDE8;1;00D6+035C+0069;X;
EDE8;100;004F+0308+035C+0069;;X
EDE9;1;01EA+0361+0061;;X
EDE9;100;004F+0328+0361+0061;;x
EDEA;1;01EA+035C+0061;X;
EDEA;100;004F+0328+035C+0061;;X
EDEB;1;004F+0339+035C+0075;;x
EE00;1;0075+035C+0061;X;
EE01;1;0075+032F+035C+0061;X;
EE02;1;0075+032F+035C+1EA1;;x
EE02;100;0075+032F+035C+0061+0323;X;
EE03;1;0075+0361+0259;X;
EE04;1;0075+035C+0259;x;
EE05;1;0075+02D0+035C+0259;;x
EE06;1;0075+003A+035C+0259;;x
EE07;1;00F9+035C+0259;;x
EE07;100;0075+0300+035C+0259;X;
EE08;1;00F9+02D0+035C+0259;;X
EE08;100;0075+0300+02D0+035C+0259;;X
EE09;1;00F9+003A+035C+0259;;X
EE09;100;0075+0300+003A+035C+0259;;x
EE0A;1;00FA+035C+0259;X;
EE0A;100;0075+0301+035C+0259;X;
EE0B;1;00FA+02D0+035C+0259;;X
EE0B;100;0075+0301+02D0+035C+0259;;x
EE0C;1;00FA+003A+035C+0259;;X
EE0C;100;0075+0301+003A+035C+0259;;x
EE0D;1;0075+032F+035C+0259;X;
EE0E;1;0075+035E+006F;X;
EE0F;1;0075+0361+006F;x;
EE10;1;0075+035C+006F;X;
EE11;1;0075+0361+1D52;;x
EE12;1;1D58+035C+006F;X;
EE13;1;0075+035C+00F2;;x
EE13;100;0075+035C+006F+0300;X;
EE14;1;0075+035C+00F3;x;
EE14;100;0075+035C+006F+0301;X;
EE15;1;0075+035C+1ECD+0301;X;
EE15;100;0075+035C+006F+0323+0301;;x
EE16;1;0075+035C+00F5;;x
EE16;100;0075+035C+006F+0303;X;
EE17;1;0075+0361+1ECD;X;
EE17;100;0075+0361+006F+0323;X;
EE18;1;0075+035C+1ECD;;X
EE18;100;0075+035C+006F+0323;;X
EE19;1;0075+0361+006F+0339;X;
EE1A;1;1D58+035C+00F5;X;
EE1A;100;1D58+035C+006F+0303;X;
EE1B;1;00F9+035C+006F;X;
EE1B;100;0075+0300+035C+006F;X;
EE1C;1;00F9+035C+1ECD;X;
EE1C;100;0075+0300+035C+006F+0323;X;
EE1D;1;00F9+035C+01EB;X;
EE1D;100;0075+0300+035C+006F+0328;x;
EE1E;1;00FA+035C+006F;x;
EE1E;100;0075+0301+035C+006F;X;
EE1F;1;0169+035C+006F;X;
EE1F;100;0075+0303+035C+006F;X;
EE20;1;0075+032F+035C+006F;;X
EE23;1;0075+032F+035C+1ECD;;X
EE23;100;0075+032F+035C+006F+0323;;x
EE24;1;0075+035C+0075+032F;X;
EE25;1;0075+02D0+0361+0075+032F;;X
EE26;1;0075+003A+0361+0075+032F;;x
EE27;1;0075+02D0+035C+0075+032F;X;
EE28;1;0075+003A+035C+0075+032F;;x
EE29;1;0075+032F+0361+006F;X;
EE2A;1;0075+032F+035F+0069;;x
EE2B;1;0075+035F+0069+032F;;X
EE2C;1;0075+035F+006F;X;
EE2D;1;0075+0361+0061;X;
EE2E;1;0075+032F+0361+0061;X;
EE2F;1;0075+032F+0361+006F+0339;x;
EE30;1;0075+035C+1ECD+0300;X;
EE30;100;0075+035C+006F+0323+0300;;x
EE31;1;1D58+035C+00F2;;x
EE31;100;1D58+035C+006F+0300;X;
EE32;1;0075+0337+035C+0069;X;
EE33;1;0075+035C+0079;X;
EE34;1;0075+0361+0075+032F;;x
EE35;1;0075+0361+1D43;X;
EE36;1;0075+035C+00E0;X;
EE36;100;0075+035C+0061+0300;X;
EE37;1;0075+035C+1ECD+0303;X;
EE37;100;0075+035C+006F+0323+0303;;x
EE38;1;0075+0337+035C+0131;X;
EE39;1;0075+035C+1EA1;;x
EE39;100;0075+035C+0061+0323;X;
EE3A;1;0075+035C+1E01;X;
EE3A;100;0075+035C+0061+0325;X;
EE3B;1;0075+032F+0361+0061;X;
EE3E;1;0075+035C+0065;;x
EE3F;1;0075+035C+0069;X;
EE40;1;0217+035C+006F;X;
EE40;100;0075+0311+035C+006F;X;
EE41;1;0217+035C+0259;x;
EE41;100;0075+0311+035C+0259;;x
EE42;1;0075+0361+0065;X;
EE43;1;1D58+0361+1ECD;X;
EE43;100;1D58+0361+006F+0323;;x
EE44;1;0075+032F+0361+1ECD;;x
EE44;100;0075+032F+0361+006F+0323;x;
EE47;1;0075+0337+035C+006F;;x
EE48;1;0075+035C+044B;;X
EE4A;1;0075+032F+0361+006F+0325;x;
EE4B;1;1D58+0361+1E01;;X
EE4B;100;1D58+0361+0061+0325;;x
EE4E;1;1D58+0361+006F+0339;X;
EE4F;1;0075+0361+1E01;X;
EE4F;100;0075+0361+0061+0325;;x
EE50;1;0075+0361+1D4A;X;
EE51;1;0075+032F+0361+0259;;X
EE52;1;00FC+0361+0069+032F;;X
EE52;100;0075+0308+0361+0069+032F;;X
EE54;1;1D58+0361+0061;;x
EE55;1;0075+0361+1EA1;X;
EE55;100;0075+0361+0061+0323;x;
EE56;1;0075+032F+0361+00E4;;X
EE56;100;0075+032F+0361+0061+0308;;X
EE57;1;0075+032F+035E+006F;;x
EE7D;1;0079+0361+0065;;x
EE7E;1;0079+035C+006F;X;
EE7F;1;0079+035C+0075;X;
EE80;1;044A+035C+006C;X;
EE81;1;044A+035C+0072;X;
EE82;1;044A+035C+0052;x;
EE83;1;044C+035C+006C;X;
EE84;1;044C+035C+0072;X;
EE85;1;044C+035C+0052;X;
EE86;1;044A+0300+035C+006C;;x
EE87;1;044A+0301+035C+006C;;x
EE88;1;044A+0302+035C+006C;;x
EE89;1;044A+0303+035C+006C;;X
EE8A;1;044A+0304+035C+006C;X;
EE8B;1;044A+0306+035C+006C;;x
EE8C;1;044A+030B+035C+006C;X;
EE8D;1;044A+030D+035C+006C;;X
EE8E;1;044A+0311+035C+006C;;x
EE8F;1;044A+0300+035C+0072;;x
EE90;1;044A+0301+035C+0072;X;
EE91;1;044A+0302+035C+0072;;X
EE92;1;044A+0303+035C+0072;X;
EE93;1;044A+0304+035C+0072;X;
EE94;1;044A+0306+035C+0072;;X
EE95;1;044A+030B+035C+0072;X;
EE96;1;044A+030D+035C+0072;;x
EE97;1;044A+0311+035C+0072;;x
EE98;1;044C+0300+035C+006C;X;
EE99;1;044C+0301+035C+006C;;x
EE9A;1;044C+0302+035C+006C;;x
EE9B;1;044C+0303+035C+006C;X;
EE9C;1;044C+0304+035C+006C;;X
EE9D;1;044C+0306+035C+006C;X;
EE9E;1;044C+030B+035C+006C;X;
EE9F;1;044C+030D+035C+006C;X;
EEA0;1;0079+035C+0065;X;
EEA1;1;044C+0311+035C+006C;;X
EEA2;1;044C+0300+035C+0072;X;
EEA3;1;044C+0301+035C+0072;;X
EEA4;1;044C+0302+035C+0072;;X
EEA5;1;044C+0303+035C+0072;;X
EEA6;1;044C+0304+035C+0072;;X
EEA7;1;044C+0306+035C+0072;;x
EEA8;1;044C+030B+035C+0072;X;
EEA9;1;044C+030D+035C+0072;;X
EEAA;1;044C+0311+035C+0072;;X
EEB0;1;042A+035C+0052;X;
EEB1;1;042C+035C+0052;X;
EEB2;1;042A+035C+004C;X;
EEB3;1;042C+035C+004C;X;
EEC0;1;010D+035C+010D;X;
EEC0;100;0063+030C+035C+0063+030C;;
EEC1;1;0064+035C+006C;x;
EEC2;1;0064+035E+007A;;X
EEC3;1;0064+0361+007A;X;
EEC4;1;0064+035E+017E;;X
EEC4;100;0064+035E+007A+030C;;x
EEC5;1;0073+035C+0073;X;
EEC6;1;0073+2019+035C+0073;;X
EEC7;1;0161+035C+0074+0301;X;
EEC7;100;0073+030C+035C+0074+0301;;x
EEC8;1;0074+035C+006A;X;
EEC9;1;0074+0361+0073;;x
EECA;1;0074+035C+0073;X;
EECB;1;0074+2019+035C+0161;X;
EECB;100;0074+2019+035C+0073+030C;;X
EECC;1;0074+035C+0283;X;
EECD;1;007A+035C+007A;;
EECE;1;017E+035C+0064+0301;;X
EECE;100;007A+030C+035C+0064+0301;;X
EECF;1;0064+2019+0361+007A;;x
EED0;1;0063+0360+0065;x;
EED1;1;0063+0360+006F;X;
EED2;1;0074+035C+0255;X;
